AUD,JPY,2001-01-03,58.2244
AUD,JPY,2001-01-04,62.1742
AUD,JPY,2001-01-05,34.9153
AUD,JPY,2001-01-08,48.4124
AUD,JPY,2001-01-09,49.3191
AUD,JPY,2001-01-10,38.5280
AUD,JPY,2001-01-11,92.2819
AUD,JPY,2001-01-12,48.5528
AUD,JPY,2001-01-15,98.2581
AUD,JPY,2001-01-16,97.2637
AUD,JPY,2001-01-17,66.6218
AUD,JPY,2001-01-18,50.4670
AUD,JPY,2001-01-19,65.3055
AUD,JPY,2001-01-22,81.0189
AUD,JPY,2001-01-23,45.9402
AUD,JPY,2001-01-24,55.4614
AUD,JPY,2001-01-25,87.0301
AUD,JPY,2001-01-26,77.3120
AUD,JPY,2001-01-29,46.4471
AUD,JPY,2001-01-30,44.7031
AUD,JPY,2001-01-31,65.3379
AUD,JPY,2001-02-01,69.7390
AUD,JPY,2001-02-02,72.7864
AUD,JPY,2001-02-05,67.2555
AUD,JPY,2001-02-06,87.5054
AUD,JPY,2001-02-07,34.3673
AUD,JPY,2001-02-08,52.3288
AUD,JPY,2001-02-09,90.4730
AUD,JPY,2001-02-12,79.1810
AUD,JPY,2001-02-13,69.4757
AUD,JPY,2001-02-14,39.4236
AUD,JPY,2001-02-15,74.3937
AUD,JPY,2001-02-16,69.6630
AUD,JPY,2001-02-19,67.3495
AUD,JPY,2001-02-20,68.4523
AUD,JPY,2001-02-21,40.9713
AUD,JPY,2001-02-22,39.0132
AUD,JPY,2001-02-23,50.1463
AUD,JPY,2001-02-26,57.4906
AUD,JPY,2001-02-27,80.4883
AUD,JPY,2001-02-28,81.9895
AUD,JPY,2001-03-01,49.0837
AUD,JPY,2001-03-02,85.0468
AUD,JPY,2001-03-05,75.5710
AUD,JPY,2001-03-06,77.4166
AUD,JPY,2001-03-07,77.0431
AUD,JPY,2001-03-08,88.8802
AUD,JPY,2001-03-09,88.5562
AUD,JPY,2001-03-12,49.4144
AUD,JPY,2001-03-13,35.9359
AUD,JPY,2001-03-14,60.3180
AUD,JPY,2001-03-15,63.3325
AUD,JPY,2001-03-16,59.4224
AUD,JPY,2001-03-19,88.3326
AUD,JPY,2001-03-20,40.8026
AUD,JPY,2001-03-21,42.6339
AUD,JPY,2001-03-22,77.5086
AUD,JPY,2001-03-23,76.6478
AUD,JPY,2001-03-26,84.0890
AUD,JPY,2001-03-27,55.4611
AUD,JPY,2001-03-28,47.3174
AUD,JPY,2001-03-29,75.2975
AUD,JPY,2001-03-30,70.9533
AUD,JPY,2001-04-02,79.9000
AUD,JPY,2001-04-03,52.4620
AUD,JPY,2001-04-04,83.1429
AUD,JPY,2001-04-05,39.1208
AUD,JPY,2001-04-06,34.3544
AUD,JPY,2001-04-09,71.2039
AUD,JPY,2001-04-10,72.2300
AUD,JPY,2001-04-11,71.1621
AUD,JPY,2001-04-12,76.2282
AUD,JPY,2001-04-13,50.3629
AUD,JPY,2001-04-16,50.2752
AUD,JPY,2001-04-17,70.1552
AUD,JPY,2001-04-18,41.0392
AUD,JPY,2001-04-19,39.6448
AUD,JPY,2001-04-20,78.9160
AUD,JPY,2001-04-23,39.8718
AUD,JPY,2001-04-24,68.0913
AUD,JPY,2001-04-25,47.6174
AUD,JPY,2001-04-26,44.1448
AUD,JPY,2001-04-27,75.5298
AUD,JPY,2001-04-30,79.6596
AUD,JPY,2001-05-01,81.5864
AUD,JPY,2001-05-02,54.8043
AUD,JPY,2001-05-03,44.3417
AUD,JPY,2001-05-04,64.9653
AUD,JPY,2001-05-07,92.9275
AUD,JPY,2001-05-08,83.3208
AUD,JPY,2001-05-09,70.7348
AUD,JPY,2001-05-10,75.3781
AUD,JPY,2001-05-11,44.4902
AUD,JPY,2001-05-14,59.8617
AUD,JPY,2001-05-15,55.9277
AUD,JPY,2001-05-16,60.9212
AUD,JPY,2001-05-17,90.9650
AUD,JPY,2001-05-18,64.7520
AUD,JPY,2001-05-21,55.7787
AUD,JPY,2001-05-22,44.0266
AUD,JPY,2001-05-23,70.7971
AUD,JPY,2001-05-24,36.8168
AUD,JPY,2001-05-25,54.6538
AUD,JPY,2001-05-28,36.8260
AUD,JPY,2001-05-29,50.8126
AUD,JPY,2001-05-30,52.1074
AUD,JPY,2001-05-31,75.1484
AUD,JPY,2001-06-01,46.4415
AUD,JPY,2001-06-04,82.1106
AUD,JPY,2001-06-05,65.9044
AUD,JPY,2001-06-06,82.8864
AUD,JPY,2001-06-07,59.9846
AUD,JPY,2001-06-08,43.6331
AUD,JPY,2001-06-11,45.0428
AUD,JPY,2001-06-12,66.7120
AUD,JPY,2001-06-13,57.8957
AUD,JPY,2001-06-14,78.4030
AUD,JPY,2001-06-15,87.2548
